"","X","Doc.ID","Filer.Name","Member.Name","State","District","Year","Destination","Filing.Type","Departure.Date","Return.Date","Travel.Sponsor","return_month","departure_month","destination_country","destination_city"
"8190",8190,500014763,"Chris Esparza","Chaffetz, Jason","UT",3,2015,"Guatemala City, Guatemala","Original","2015-10-13","2015-10-16","The Aspen Institute Congressional Program",10,10,"GTM","Guatemala City"
"8191",8191,500014763,"Chris Esparza","Chaffetz, Jason","UT",3,2015,"Quetzaltenango, Guatemala","Original","2015-10-13","2015-10-16","The Aspen Institute Congressional Program",10,10,"GTM","Quetzaltenango"
"8192",8192,500014763,"Chris Esparza","Chaffetz, Jason","UT",3,2015,"Tecpan, Guatemala","Original","2015-10-13","2015-10-16","The Aspen Institute Congressional Program",10,10,"GTM","Tecpan"
"8193",8193,500014763,"Chris Esparza","Chaffetz, Jason","UT",3,2015,"Totonicapan, Guatemala","Original","2015-10-13","2015-10-16","The Aspen Institute Congressional Program",10,10,"GTM","Totonicapan"
"8194",8194,500014764,"Andrew Davidhizar","Hensarling, Jeb","TX",5,2015,"Warrenton, VA","Original","2015-10-24","2015-10-25","Partnership for a Secure America",10,10,"USA","Warrenton"
"8195",8195,500014765,"Mimi Walters","Walters, Mimi","CA",45,2015,"Las Vegas, NV","Original","2015-10-03","2015-10-04","Main Street Advocacy",10,10,"USA","Las Vegas"
"8197",8197,500014767,"Dan Dunham","Shuster, Bill","PA",9,2015,"Warrenton, VA","Original","2015-10-24","2015-10-25","Partnership for a Secure America",10,10,"USA","Warrenton"
"8199",8199,500014769,"Todd Phillips","Cummings, Elijah","MD",7,2015,"Atlanta, GA","Original","2015-11-01","2015-11-02","Federal Home Loan Bank of Atlanta",11,11,"USA","Atlanta"
"8200",8200,500014770,"Glenn L. Miles II","Johnson, Henry","GA",4,2015,"Atlanta, GA","Original","2015-11-01","2015-11-02","Federal Home Loan Bank of Atlanta",11,11,"USA","Atlanta"
"8201",8201,500014771,"Chellie Pingree","Pingree, Chellie","ME",1,2015,"Tarrytown, NY","Original","2015-10-20","2015-10-21","The New York Times",10,10,"USA","Tarrytown"
"8202",8202,500014772,"Earl Blumenauer","Blumenauer, Earl","OR",3,2015,"Dallas, TX","Original","2015-10-25","2015-10-26","Rail~Volution",10,10,"USA","Dallas"
"8204",8204,500014774,"Diala Jadallah-Redding","Lee, Barbara","CA",13,2015,"New York, NY","Original","2015-10-22","2015-10-23","United Nations Foundation",10,10,"USA","New York"
"8205",8205,500014775,"Ryan White","Schweikert, David","AZ",6,2015,"Warrenton, VA","Original","2015-10-24","2015-10-25","Partnership for a Secure America",10,10,"USA","Warrenton"
"8206",8206,500014776,"Noah Marine","Perlmutter, Ed","CO",7,2015,"Chicago, IL","Original","2015-10-30","2015-11-01","Federal Home Loan Bank of Chicago and Federal Home Loan Bank of Topeka",11,10,"USA","Chicago"
"8207",8207,500014777,"Charlene MacDonald","Hoyer, Steny","MD",5,2015,"Hanover, NH","Original","2015-10-17","2015-10-20","Committee for a Responsible Federal Budget, Dartmouth College, and Dartmouth-Hitchcock",10,10,"USA","Hanover"
"8208",8208,500014778,"Sofya Leonova","Lipinski, Daniel","IL",3,2015,"Chicago, IL","Original","2015-10-30","2015-10-31","Federal Home Loan Bank of Chicago and Federal Home Loan Bank of Topeka",10,10,"USA","Chicago"
"8210",8210,500014781,"Greg Brophy","Buck, Ken","CO",4,2015,"Chicago, IL","Original","2015-10-30","2015-10-31","Federal Home Loan Bank of Chicago and the Federal Home Loan Bank of Topeka",10,10,"USA","Chicago"
"8211",8211,500014782,"Dustin Sherer","Tipton, Scott","CO",3,2015,"Chicago, IL","Original","2015-10-30","2015-10-31","Federal Home Loan Bank of Chicago and the Federal Home Loan Bank of Topeka",10,10,"USA","Chicago"
"8212",8212,500014783,"Carly Frame","Boyle, Brendan","PA",13,2015,"Warrenton, VA","Original","2015-10-24","2015-10-25","Partnership for a Secure America",10,10,"USA","Warrenton"
"8213",8213,500014784,"James R. Langevin","Langevin, James","RI",2,2015,"Nashville, TN","Original","2015-10-29","2015-10-30","Caring Institute",10,10,"USA","Nashville"
"8214",8214,500014785,"Adam Magary","Lamborn, Doug","CO",5,2015,"Chicago, IL","Original","2015-10-30","2015-10-31","Federal Home Loan Bank of Chicago and the Federal Home Loan Bank of Topeka",10,10,"USA","Chicago"
"8215",8215,500014786,"Bill Hulse","Hultgren, Randy","IL",14,2015,"Chicago, IL","Original","2015-10-30","2015-10-31","Federal Home Loan Bank of Chicago and the Federal Home Loan Bank of Topeka",10,10,"USA","Chicago"
"8216",8216,500014787,"Kristen Marquardt","Royce, Edward","CA",39,2015,"Philadelphia, PA","Original","2015-10-16","2015-10-18","Aspen Institute",10,10,"USA","Philadelphia"
"8217",8217,500014788,"Michelle Lane","Benishek, Dan","MI",1,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8218",8218,500014789,"Anna R. Vetter","Valadao, David","CA",21,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8219",8219,500014790,"Sarah Czufin","Kinzinger, Adam","IL",16,2015,"Lusby, MD","Original","2015-11-13","2015-11-13","Foundation for Nuclear Studies",11,11,"USA","Lusby"
"8220",8220,500014791,"Janice Mays","Levin, Sander","MI",9,2015,"Marrakech, Morocco","Original","2015-10-29","2015-11-02","The German Marshall Fund oif the United States",11,10,"MAR","Marrakech"
"8221",8221,500014792,"Michael Stwarka","Mullin, Markwayne","OK",2,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8222",8222,500014793,"Katelyn Wilcox","Moolenaar, John","MI",4,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8223",8223,500014794,"Skylar Sowder","Conaway, K.","TX",11,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8224",8224,500014795,"Aaron Schmidt","DelBene, Suzan","WA",1,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8225",8225,500014796,"Scott Shewcraft","Foster, Bill","IL",11,2015,"Chicago, IL","Original","2015-10-30","2015-10-31","Federal Home Loan Bank of Chicago and the Federal Home Loan Bank of Topeka",10,10,"USA","Chicago"
"8226",8226,500014797,"Jennifer Lackey Choudhry","Collins, Doug","GA",9,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8227",8227,500014797,"Jennifer Lackey Choudhry","Collins, Doug","GA",9,2015,"San Diego, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","San Diego"
"8228",8228,500014798,"Earl L. ""Buddy"" Carter","Carter, Earl","GA",1,2015,"Raleigh, NC","Original","2015-11-01","2015-11-02","North Carolina Association of Pharmacists",11,11,"USA","Raleigh"
"8229",8229,500014799,"Andrew Connery","Kind, Ron","WI",3,2015,"Lusby, MD","Original","2015-11-13","2015-11-13","Foundation for Nuclear Studies",11,11,"USA","Lusby"
"8230",8230,500014800,"Larry Calhoun","Yoho, Ted","FL",3,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8231",8231,500014801,"Mark Clayton Hollis, III","Rooney, Thomas","FL",17,2015,"Tampa, FL","Original","2015-11-09","2015-11-12","Agriculture Institute of Florida Foundation",11,11,"USA","Tampa"
"8232",8232,500014802,"Ryan Ethington","Sessions, Pete","TX",32,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8233",8233,500014803,"Mark Mozena","Honda, Michael M.","CA",17,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8234",8234,500014804,"Joseph Hogan","Fitzpatrick, Michael G.","PA",8,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8235",8235,500014805,"Justin Maturo","Johnson, Eddie","TX",30,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8237",8237,500014807,"Joel David Grossman","Eshoo, Anna","CA",18,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-14","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8238",8238,500014807,"Joel David Grossman","Eshoo, Anna","CA",18,2015,"San Diego, CA","Original","2015-11-11","2015-11-14","Information Technology Innovation Foundation",11,11,"USA","San Diego"
"8239",8239,500014808,"Norberto Salinas","Conyers, John","MI",13,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology and Innovation Foundation",11,11,"USA","Los Angeles"
"8240",8240,500014808,"Norberto Salinas","Conyers, John","MI",13,2015,"San Diego, CA","Original","2015-11-11","2015-11-13","Information Technology and Innovation Foundation",11,11,"USA","San Diego"
"8241",8241,500014809,"Abdul Henderson","Butterfield, G.","NC",1,2015,"Khartoum, Sudan","Original","2015-11-05","2015-11-10","Humpty Dumpty Institute,
American Global Institute,
Central Trading Co. Ltd.",11,11,"SDN","Khartoum"
"8242",8242,500014810,"Reginald Paros","Jolly, David W.","FL",13,2015,"Tampa, FL","Original","2015-11-09","2015-11-12","Agriculture Institute of Florida Foundation",11,11,"USA","Tampa"
"8243",8243,500014811,"John Louis Baker III","Thompson, Bennie","MS",2,2015,"Khartoum, Sudan","Original","2015-11-06","2015-11-10","Humpty Dumpty Institute, American Global Institute, Central Trading Co. Ltd.",11,11,"SDN","Khartoum"
"8244",8244,500014812,"Bennie G. Thompson","Thompson, Bennie","MS",2,2015,"Khartoum, Sudan","Original","2015-11-05","2015-11-10","Humpty Dumpty Institute, American Global Institute, Central Trading Co. Ltd.",11,11,"SDN","Khartoum"
"8245",8245,500014813,"Janice D. Schakowsky","Schakowsky, Janice","IL",9,2015,"Khartoum, Sudan","Original","2015-11-05","2015-11-10","The Humpty Dumpty Institute, American Global Institute. Central Trading Co. LTD.",11,11,"SDN","Khartoum"
"8246",8246,500014814,"Lois Capps","Capps, Lois","CA",24,2015,"Bentiu, South Sudan","Original","2015-11-08","2015-11-13","United Nations Foundation",11,11,"SSD","Bentiu"
"8247",8247,500014814,"Lois Capps","Capps, Lois","CA",24,2015,"Juba, South Sudan","Original","2015-11-08","2015-11-13","United Nations Foundation",11,11,"SSD","Juba"
"8248",8248,500014815,"Scott Hinkle","Vargas, Juan","CA",51,2015,"New York, NY","Original","2015-11-06","2015-11-07","Progressive Policy Institute and the Richard Paul Richman Center for Business, Law, and Public Polic",11,11,"USA","New York"
"8249",8249,500014816,"Rebecca Mark","McMorris Rodgers, Cathy","WA",5,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-15","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8250",8250,500014816,"Rebecca Mark","McMorris Rodgers, Cathy","WA",5,2015,"San Diego, CA","Original","2015-11-11","2015-11-15","Information Technology Innovation Foundation",11,11,"USA","San Diego"
"8251",8251,500014817,"Jennifer Debes","Crenshaw, Ander","FL",4,2015,"Ocala, FL","Original","2015-11-09","2015-11-12","Agriculture Institute of Florida Foundation",11,11,"USA","Ocala"
"8252",8252,500014817,"Jennifer Debes","Crenshaw, Ander","FL",4,2015,"Tampa, FL","Original","2015-11-09","2015-11-12","Agriculture Institute of Florida Foundation",11,11,"USA","Tampa"
"8253",8253,500014818,"Allison Ryan","Emmer, Tom","MN",6,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8254",8254,500014820,"Mitch Adams","Loebsack, David","IA",2,2015,"New York, NY","Original","2015-11-06","2015-11-17","Progressive Policy Institute and the Richard Paul Richman Center for Business, Law, and Public Polic",11,11,"USA","New York"
"8255",8255,500014821,"Daniel Zawitoski","Peters, Scott","CA",52,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8256",8256,500014822,"K.C. Jaski","Peters, Scott","CA",52,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8257",8257,500014823,"Marshall Sanford","Sanford, Mark","SC",1,2015,"Khartoum, Sudan","Original","2015-11-05","2015-11-11","Humpty Dumpty Institute,
American Global Institute, Central Trading Company, Ltd.",11,11,"SDN","Khartoum"
"8259",8259,500014825,"Molly Fishman","Speier, Jackie","CA",14,2015,"New York, NY","Original","2015-11-06","2015-11-07","Progressive Policy Institute; Richard Paul Richman Center for Business, Law and Public Policy at Col",11,11,"USA","New York"
"8260",8260,500014826,"Mike Stranz","Peterson, Collin","MN",7,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisian Sugar Cane Foundation",11,11,"USA","New Orleans"
"8261",8261,500014827,"Brian Higgins","Higgins, Brian","NY",26,2015,"Bentiu, South Sudan","Original","2015-11-08","2015-11-13","United Nations Foundation",11,11,"SSD","Bentiu"
"8262",8262,500014827,"Brian Higgins","Higgins, Brian","NY",26,2015,"Juba, South Sudan","Original","2015-11-08","2015-11-13","United Nations Foundation",11,11,"SSD","Juba"
"8263",8263,500014828,"Emily Duhovny","Tonko, Paul","NY",20,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8264",8264,500014829,"Edward Verrill","Abraham, Ralph","LA",5,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8265",8265,500014830,"Susan Manchester","Labrador, Raul","ID",1,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8266",8266,500014831,"Ryan Martin","Brady, Kevin","TX",8,2015,"New York, NY","Original","2015-11-09","2015-11-10","Casey Family Programs",11,11,"USA","New York"
"8267",8267,500014832,"Brittany Lundberg","DeFazio, Peter","OR",4,2015,"New York, NY","Original","2015-11-06","2015-11-07","Progressive Policy Institute 
Richard Paul Richman Center for Business, Law, and Public Policy at Co",11,11,"USA","New York"
"8268",8268,500014834,"Allen Cambon","Abraham, Ralph","LA",5,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8269",8269,500014835,"Sarah Moxley","Olson, Pete","TX",22,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT | The App Association",11,11,"USA","Atlanta"
"8270",8270,500014836,"Christopher Bowman","Doyle, Michael","PA",14,2015,"New York, NY","Original","2015-11-06","2015-11-08","Progressive Policy Institute,
Richard Paul Richman Center for Business, Law, and Public Policy at Co",11,11,"USA","New York"
"8271",8271,500014837,"Erik Sperling","Conyers, John","MI",13,2015,"Chicago, IL","Original","2015-10-29","2015-11-02","Physicians for a National Health Program",11,10,"USA","Chicago"
"8272",8272,500014838,"Robert Cogan","Black, Diane","TN",6,2015,"Kiev, Ukraine","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"UKR","Kiev"
"8273",8273,500014838,"Robert Cogan","Black, Diane","TN",6,2015,"Tunis, Tunisia","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"TUN","Tunis"
"8274",8274,500014839,"Jeffrey Billman","Roskam, Peter","IL",6,2015,"Kiev, Ukraine","Original","2015-11-07","2015-11-15","National Democratic Institute",11,11,"UKR","Kiev"
"8275",8275,500014839,"Jeffrey Billman","Roskam, Peter","IL",6,2015,"Tunis, Tunisia","Original","2015-11-07","2015-11-15","National Democratic Institute",11,11,"TUN","Tunis"
"8276",8276,500014840,"Andy Flick","Moulton, Seth","MA",6,2015,"New York, NY","Original","2015-11-06","2015-11-07","Progressive Policy Institute; Richard Paul Richman Center for Business, Law, and Public Policy at Co",11,11,"USA","New York"
"8277",8277,500014841,"Daniel Rubin","McDermott, Jim","WA",7,2015,"Kiev, Ukraine","Original","2015-11-07","2015-11-15","National Democratic Institute",11,11,"UKR","Kiev"
"8278",8278,500014841,"Daniel Rubin","McDermott, Jim","WA",7,2015,"Tunis, Tunisia","Original","2015-11-07","2015-11-15","National Democratic Institute",11,11,"TUN","Tunis"
"8279",8279,500014842,"Lukogho Kasomo","Serrano, Jose","NY",15,2015,"New York, NY","Original","2015-11-09","2015-11-10","Casey Family Programs",11,11,"USA","New York"
"8280",8280,500014843,"Keith Ellison","Ellison, Keith","MN",5,2015,"New York, NY","Original","2015-11-21","2015-11-22","ABC News",11,11,"USA","New York"
"8281",8281,500014844,"Tom Marino","Marino, Tom","PA",10,2015,"Rome, Italy","Original","2015-11-10","2015-11-13","National Italian American Foundation",11,11,"ITA","Rome"
"8282",8282,500014845,"ZJ Hull","Lofgren, Zoe","CA",19,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8283",8283,500014846,"Vanessa Duguay","Nugent, Richard B.","FL",11,2015,"Cedar Key, FL","Original","2015-11-09","2015-11-12","Agriculture Institute of Florida Foundation",11,11,"USA","Cedar Key"
"8284",8284,500014846,"Vanessa Duguay","Nugent, Richard B.","FL",11,2015,"Ocala, FL","Original","2015-11-09","2015-11-12","Agriculture Institute of Florida Foundation",11,11,"USA","Ocala"
"8285",8285,500014846,"Vanessa Duguay","Nugent, Richard B.","FL",11,2015,"Tampa, FL","Original","2015-11-09","2015-11-12","Agriculture Institute of Florida Foundation",11,11,"USA","Tampa"
"8286",8286,500014847,"Adam Wood","Ellmers, Renee L.","NC",2,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT | The App Association",11,11,"USA","Atlanta"
"8287",8287,500014848,"Vishal Amin","Goodlatte, Bob","VA",6,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8288",8288,500014849,"Aruna Kalyanam","Levin, Sander","MI",9,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT | The App Association",11,11,"USA","Atlanta"
"8289",8289,500014850,"James Walsh","Yoho, Ted","FL",3,2015,"New York, NY","Original","2015-11-06","2015-11-07","Progressive Policy Institute; Richard Paul Richman Center for Business, Law, and Public Policy at Co",11,11,"USA","New York"
"8290",8290,500014851,"Jeremy Scott Petersen","Costa, Jim","CA",16,2015,"New York, NY","Original","2015-11-06","2015-11-07","Progressive Policy Institute; Richard Paul Richman Center for Business, Law, and Public Policy at Co",11,11,"USA","New York"
"8291",8291,500014852,"Alex Pinson","Rogers, Harold","KY",5,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT | The App Association",11,11,"USA","Atlanta"
"8292",8292,500014853,"Larry Calhoun","Yoho, Ted","FL",3,2015,"Cedar Key, FL","Original","2015-11-09","2015-11-11","Agriculture Institute of Florida Foundation",11,11,"USA","Cedar Key"
"8293",8293,500014853,"Larry Calhoun","Yoho, Ted","FL",3,2015,"Ocala, FL","Original","2015-11-09","2015-11-11","Agriculture Institute of Florida Foundation",11,11,"USA","Ocala"
"8294",8294,500014853,"Larry Calhoun","Yoho, Ted","FL",3,2015,"Tampa, FL","Original","2015-11-09","2015-11-11","Agriculture Institute of Florida Foundation",11,11,"USA","Tampa"
"8295",8295,500014854,"Izmira Aitch","Moore, Gwen","WI",4,2015,"Kiev, Ukraine","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"UKR","Kiev"
"8296",8296,500014854,"Izmira Aitch","Moore, Gwen","WI",4,2015,"Tunis, Tunisia","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"TUN","Tunis"
"8297",8297,500014855,"Asi Ofosu","Clarke, Yvette","NY",9,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT The App Association",11,11,"USA","Atlanta"
"8298",8298,500014856,"Amy Travieso","Cuellar, Henry","TX",28,2015,"New York, NY","Original","2015-11-06","2015-11-07","The Progressive Policy Institute and the Richard Paul Richman Center for Business, Law, and Public P",11,11,"USA","New York"
"8299",8299,500014858,"Melissa Gierach","Boustany, Charles W.","LA",3,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-15","Information Technology & Innovation Foundation (ITIF)",11,11,"USA","Los Angeles"
"8301",8301,500014860,"David Rosenbaum","Titus, Dina","NV",1,2015,"Kiev, Ukraine","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"UKR","Kiev"
"8302",8302,500014860,"David Rosenbaum","Titus, Dina","NV",1,2015,"Tunis, Tunisia","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"TUN","Tunis"
"8303",8303,500014861,"Benjamin Elleson","Long, Billy","MO",7,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT The App Assoication",11,11,"USA","Atlanta"
"8304",8304,500014862,"Marcia L. Fudge","Fudge, Marcia","OH",11,2015,"Khartoum, Sudan","Original","2015-11-05","2015-11-10","Humpty Dumpty Institute, American Global Institute and the Central Trading Company, Ltd. (CTC Group)",11,11,"SDN","Khartoum"
"8305",8305,500014863,"Nicole Cohen","Crowley, Joseph","NY",14,2015,"New York, NY","Original","2015-11-09","2015-11-10","Casey Family Programs",11,11,"USA","New York"
"8306",8306,500014864,"Amy Murphy","Barton, Joe","TX",6,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT The App Association",11,11,"USA","Atlanta"
"8307",8307,500014865,"Lawrence Kluttz","Price, David","NC",4,2015,"Kiev, Ukraine","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"UKR","Kiev"
"8308",8308,500014865,"Lawrence Kluttz","Price, David","NC",4,2015,"Tunis, Tunisia","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"TUN","Tunis"
"8309",8309,500014866,"Brian Barnard","Jenkins, Evan","WV",3,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8310",8310,500014867,"Andrew Robreno","Graves, Garret","LA",6,2015,"New Orleans, LA","Original","2015-11-12","2015-11-14","Louisiana Sugar Cane Foundation",11,11,"USA","New Orleans"
"8311",8311,500014868,"Jeremy Marcus","Cartwright, Matt","PA",17,2015,"New York, NY","Original","2015-11-06","2015-11-08","Progressive Policy Institute; Richard Paul Richman Center for Business, Law, and Public Policy at Co",11,11,"USA","New York"
"8312",8312,500014869,"Michael E. Capuano","Capuano, Michael","MA",7,2015,"Bentiu, South Sudan","Original","2015-11-08","2015-11-13","United Nations Foundation",11,11,"SSD","Bentiu"
"8313",8313,500014869,"Michael E. Capuano","Capuano, Michael","MA",7,2015,"Juba, South Sudan","Original","2015-11-08","2015-11-13","United Nations Foundation",11,11,"SSD","Juba"
"8314",8314,500014870,"Caroline Darmody","Kennedy, Joseph","MA",4,2015,"Tokyo, Japan","Original","2015-11-07","2015-11-14","Japan Center for International Exchange",11,11,"JPN","Tokyo"
"8315",8315,500014871,"Christen Kapavik","Posey, Bill","FL",8,2015,"Tampa, FL","Original","2015-11-09","2015-11-12","Agriculture Institute of Florida Foundation",11,11,"USA","Tampa"
"8316",8316,500014872,"Kelsey Guyselman","Upton, Fred","MI",6,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8317",8317,500014873,"Karen Bass","Bass, Karen","CA",37,2015,"Bentiu, South Sudan","Original","2015-11-08","2015-11-13","United Nations Foundation",11,11,"SSD","Bentiu"
"8318",8318,500014873,"Karen Bass","Bass, Karen","CA",37,2015,"Juba, South Sudan","Original","2015-11-08","2015-11-13","United Nations Foundation",11,11,"SSD","Juba"
"8319",8319,500014874,"Joel Miller","Guthrie, Brett","KY",2,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT The App Association",11,11,"USA","Atlanta"
"8320",8320,500014875,"Martha McSally","McSally, Martha","AZ",2,2015,"New York, NY","Original","2015-11-22","2015-11-22","ABC News",11,11,"USA","New York"
"8321",8321,500014876,"Brian Steed","Stewart, Chris","UT",2,2015,"Blantyre, Malawi","Original","2015-11-07","2015-11-15","International Conservation Caucus Foundation",11,11,"MWI","Blantyre"
"8322",8322,500014876,"Brian Steed","Stewart, Chris","UT",2,2015,"Lilongwe, Malawi","Original","2015-11-07","2015-11-15","International Conservation Caucus Foundation",11,11,"MWI","Lilongwe"
"8323",8323,500014877,"William Flanigan","Nunes, Devin","CA",22,2015,"Stanford, CA","Original","2015-08-17","2015-08-20","Stanford University",8,8,"USA","Stanford"
"8324",8324,500014878,"Stephanie Anim-Yankah","Brown, Corrine","FL",5,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT The App Association",11,11,"USA","Atlanta"
"8325",8325,500014879,"William Harper","McCollum, Betty","MN",4,2015,"Blantyre, Malawi","Original","2015-11-07","2015-11-18","International Conservation Caucus Foundation",11,11,"MWI","Blantyre"
"8326",8326,500014879,"William Harper","McCollum, Betty","MN",4,2015,"Lilongwe, Malawi","Original","2015-11-07","2015-11-18","International Conservation Caucus Foundation",11,11,"MWI","Lilongwe"
"8327",8327,500014880,"Ryan Thompson","Barton, Joe","TX",6,2015,"Blantyre, Malawi","Original","2015-11-07","2015-11-14","International Conservation Caucus Foundation",11,11,"MWI","Blantyre"
"8328",8328,500014880,"Ryan Thompson","Barton, Joe","TX",6,2015,"Lilongwe, Malawi","Original","2015-11-07","2015-11-14","International Conservation Caucus Foundation",11,11,"MWI","Lilongwe"
"8329",8329,500014881,"Burak Guvensoylar","Forbes, J. Randy","VA",4,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8330",8330,500014881,"Burak Guvensoylar","Forbes, J. Randy","VA",4,2015,"San Diego, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","San Diego"
"8331",8331,500014882,"Allen Klump","Duncan, Jeff","SC",3,2015,"Okinawa, Japan","Original","2015-11-07","2015-11-15","Japan Center for International Exchange",11,11,"JPN","Okinawa"
"8332",8332,500014882,"Allen Klump","Duncan, Jeff","SC",3,2015,"Tokyo, Japan","Original","2015-11-07","2015-11-15","Japan Center for International Exchange",11,11,"JPN","Tokyo"
"8333",8333,500014883,"Annika Parks","Davis, Susan","CA",53,2015,"Kiev, Ukraine","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"UKR","Kiev"
"8334",8334,500014883,"Annika Parks","Davis, Susan","CA",53,2015,"Tunis, Tunisia","Original","2015-11-07","2015-11-14","National Democratic Institute",11,11,"TUN","Tunis"
"8335",8335,500014885,"Luis V. Gutierrez","Gutierrez, Luis","IL",4,2015,"Jerusalem, Israel","Original","2015-11-06","2015-11-14","J Street Education Fund",11,11,"ISR","Jerusalem"
"8336",8336,500014885,"Luis V. Gutierrez","Gutierrez, Luis","IL",4,2015,"Tel Aviv, Israel","Original","2015-11-06","2015-11-14","J Street Education Fund",11,11,"ISR","Tel Aviv"
"8337",8337,500014886,"Burak Guvensoylar","Forbes, J. Randy","VA",4,2015,"Manassas, VA","Original","2015-11-09","2015-11-09","Semiconductor Industry Association",11,11,"USA","Manassas"
"8338",8338,500014887,"Alexis Moore","Johnson, Henry","GA",4,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT The App Association",11,11,"USA","Atlanta"
"8339",8339,500014888,"Mark Takano","Takano, Mark","CA",41,2015,"Jerusalem, Israel","Original","2015-11-06","2015-11-13","J Street Education Fund",11,11,"ISR","Jerusalem"
"8340",8340,500014888,"Mark Takano","Takano, Mark","CA",41,2015,"Tel Aviv, Israel","Original","2015-11-06","2015-11-13","J Street Education Fund",11,11,"ISR","Tel Aviv"
